"V1" "V2"
"2115" 2.90160409441086 -0.852412853202416
"2116" 2.90524224967746 -0.849193872499554
"2117" 2.90887518199942 -0.845968998354201
"2118" 2.91250288182997 -0.84273823924081
"2119" 2.91612533963609 -0.839501603649307
"2120" 2.91974254589854 -0.836259100085051
"2121" 2.92335449111187 -0.833010737068827
"2122" 2.92696116578448 -0.829756523136815
"2123" 2.93056256043858 -0.826496466840573
"2124" 2.9341586656103 -0.823230576747006
"2125" 2.93774947184964 -0.819958861438358
"2126" 2.94133496972053 -0.816681329512172
"2127" 2.94491514980085 -0.813397989581284
"2128" 2.94849000268246 -0.810108850273787
"2129" 2.95205951897122 -0.806813920233014
"2130" 2.95562368928701 -0.803513208117517
"2131" 2.95918250426375 -0.800206722601045
"2132" 2.96273595454944 -0.796894472372511
"2133" 2.96628403080619 -0.793576466135986
"2134" 2.96982672371021 -0.79025271261066
"2135" 2.97336402395187 -0.786923220530827
"2136" 2.9768959222357 -0.783587998645864
"2137" 2.98042240928045 -0.780247055720204
"2138" 2.98394347581907 -0.776900400533309
"2139" 2.98745911259874 -0.773548041879661
"2140" 2.99096931038095 -0.770189988568723
"2141" 2.99447405994144 -0.766826249424922
"2142" 2.9979733520703 -0.763456833287633
"2143" 3.00146717757193 -0.760081749011144
"2144" 3.00495552726514 -0.756701005464636
"2145" 3.00843839198308 -0.753314611532171
"2146" 3.01191576257334 -0.749922576112649
"2147" 3.01538762989794 -0.746524908119798
"2148" 3.01885398483338 -0.743121616482152
"2149" 3.02231481827062 -0.739712710143019
"2150" 3.02577012111514 -0.736298198060459
"2151" 3.02921988428696 -0.732878089207271
"2152" 3.03266409872065 -0.729452392570952
"2153" 3.03610275536536 -0.726021117153692
"2154" 3.03953584518485 -0.722584271972335
"2155" 3.04296335915751 -0.719141866058361
"2156" 3.04638528827636 -0.715693908457867
"2157" 3.04980162354914 -0.712240408231533
"2158" 3.05321235599826 -0.708781374454611
"2159" 3.05661747666084 -0.705316816216893
"2160" 3.06001697658878 -0.701846742622684
"2161" 3.06341084684874 -0.698371162790786
"2162" 3.06679907852215 -0.694890085854469
"2163" 3.0701816627053 -0.691403520961446
"2164" 3.07355859050928 -0.687911477273858
"2165" 3.07692985306007 -0.684413963968241
"2166" 3.08029544149852 -0.680910990235502
"2167" 3.0836553469804 -0.677402565280898
"2168" 3.08700956067643 -0.673888698324011
"2169" 3.09035807377225 -0.670369398598722
"2170" 3.09370087746851 -0.666844675353193
"2171" 3.09703796298086 -0.663314537849838
"2172" 3.10036932153996 -0.659778995365293
"2173" 3.10369494439153 -0.656238057190401
"2174" 3.10701482279637 -0.652691732630185
"2175" 3.11032894803036 -0.649140031003819
"2176" 3.11363731138451 -0.645582961644611
"2177" 3.11693990416497 -0.642020533899975
"2178" 3.12023671769305 -0.638452757131403
"2179" 3.12352774330525 -0.634879640714443
"2180" 3.12681297235328 -0.631301194038678
"2181" 3.13009239620408 -0.627717426507693
"2182" 3.13336600623984 -0.62412834753906
"2183" 3.13663379385804 -0.62053396656431
"2184" 3.13989575047145 -0.616934293028903
"2185" 3.14315186750817 -0.613329336392206
"2186" 3.14640213641165 -0.609719106127471
"2187" 3.14964654864069 -0.606103611721811
"2188" 3.1528850956695 -0.602482862676167
"2189" 3.15611776898768 -0.598856868505294
"2190" 3.15934456010029 -0.595225638737725
"2191" 3.16256546052784 -0.591589182915756
"2192" 3.1657804618063 -0.587947510595411
"2193" 3.16898955548718 -0.584300631346429
"2194" 3.17219273313748 -0.580648554752223
"2195" 3.17538998633976 -0.576991290409875
"2196" 3.17858130669215 -0.57332884793009
"2197" 3.18176668580836 -0.569661236937185
"2198" 3.18494611531774 -0.565988467069054
"2199" 3.18811958686523 -0.562310547977158
"2200" 3.19128709211147 -0.558627489326477
"2201" 3.19444862273276 -0.554939300795508
"2202" 3.19760417042109 -0.55124599207622
"2203" 3.20075372688419 -0.54754757287404
"2204" 3.20389728384553 -0.543844052907828
"2205" 3.20703483304433 -0.540135441909843
"2206" 3.21016636623563 -0.536421749625722
"2207" 3.21329187519024 -0.532702985814462
"2208" 3.21641135169483 -0.52897916024838
"2209" 3.21952478755191 -0.525250282713095
"2210" 3.22263217457987 -0.521516363007507
"2211" 3.22573350461299 -0.517777410943761
"2212" 3.22882876950146 -0.514033436347225
"2213" 3.23191796111143 -0.510284449056474
"2214" 3.23500107132498 -0.506530458923247
"2215" 3.23807809204021 -0.502771475812429
"2216" 3.24114901517117 -0.499007509602036
"2217" 3.24421383264799 -0.495238570183167
"2218" 3.2472725364168 -0.491464667459998
"2219" 3.25032511843983 -0.48768581134974
"2220" 3.25337157069536 -0.483902011782628
"2221" 3.25641188517781 -0.480113278701888
"2222" 3.25944605389772 -0.476319622063704
"2223" 3.26247406888177 -0.472521051837203
"2224" 3.26549592217282 -0.468717578004422
"2225" 3.26851160582993 -0.464909210560283
"2226" 3.27152111192836 -0.461095959512572
"2227" 3.27452443255959 -0.457277834881906
"2228" 3.27752155983139 -0.453454846701709
"2229" 3.28051248586778 -0.449627005018184
"2230" 3.28349720280909 -0.44579431989029
"2231" 3.28647570281195 -0.441956801389711
"2232" 3.28944797804934 -0.438114459600838
"2233" 3.29241402071059 -0.434267304620733
"2234" 3.29537382300142 -0.430415346559108
"2235" 3.29832737714393 -0.426558595538294
"2236" 3.30127467537665 -0.422697061693218
"2237" 3.30421570995457 -0.418830755171375
"2238" 3.30715047314909 -0.414959686132806
"2239" 3.31007895724814 -0.411083864750065
"2240" 3.31300115455613 -0.407203301208192
"2241" 3.31591705739398 -0.403318005704691
"2242" 3.31882665809916 -0.399427988449498
"2243" 3.32172994902571 -0.39553325966496
"2244" 3.32462692254425 -0.391633829585804
"2245" 3.32751757104198 -0.387729708459114
"2246" 3.33040188692274 -0.383820906544297
"2247" 3.33327986260701 -0.379907434113063
"2248" 3.33615149053194 -0.375989301449393
"2249" 3.33901676315132 -0.372066518849515
"2250" 3.3418756729357 -0.368139096621879
"2251" 3.3447282123723 -0.364207045087128
"2252" 3.34757437396511 -0.360270374578065
"2253" 3.35041415023486 -0.356329095439633
"2254" 3.35324753371908 -0.352383218028884
"2255" 3.35607451697209 -0.348432752714961
"2256" 3.35889509256503 -0.344477709879053
"2257" 3.36170925308586 -0.340518099914387
"2258" 3.36451699113943 -0.336553933226187
"2259" 3.36731829934744 -0.33258522023165
"2260" 3.37011317034851 -0.32861197135992
"2261" 3.37290159679816 -0.324634197052069
"2262" 3.37568357136885 -0.320651907761049
"2263" 3.37845908674998 -0.316665113951686
"2264" 3.38122813564796 -0.312673826100638
"2265" 3.38399071078615 -0.308678054696374
"2266" 3.38674680490496 -0.304677810239144
"2267" 3.3894964107618 -0.300673103240956
"2268" 3.39223952113115 -0.296663944225539
"2269" 3.39497612880455 -0.29265034372833
"2270" 3.39770622659062 -0.288632312296429
"2271" 3.40042980731512 -0.284609860488582
"2272" 3.4031468638209 -0.280582998875154
"2273" 3.40585738896798 -0.276551738038097
"2274" 3.40856137563351 -0.272516088570918
"2275" 3.41125881671186 -0.268476061078668
"2276" 3.41394970511457 -0.264431666177892
"2277" 3.41663403377044 -0.260382914496615
"2278" 3.41931179562545 -0.256329816674316
"2279" 3.42198298364289 -0.252272383361889
"2280" 3.42464759080329 -0.248210625221622
"2281" 3.4273056101045 -0.244144552927167
"2282" 3.42995703456166 -0.24007417716352
"2283" 3.43260185720724 -0.235999508626975
"2284" 3.43524007109109 -0.231920558025117
"2285" 3.43787166928038 -0.227837336076777
"2286" 3.4404966448597 -0.223749853512012
"2287" 3.44311499093104 -0.219658121072073
"2288" 3.44572670061379 -0.215562149509385
"2289" 3.44833176704479 -0.21146194958751
"2290" 3.45093018337836 -0.207357532081119
"2291" 3.45352194278625 -0.203248907775968
"2292" 3.45610703845775 -0.199136087468867
"2293" 3.45868546359963 -0.195019081967652
"2294" 3.46125721143621 -0.190897902091159
"2295" 3.46382227520933 -0.186772558669196
"2296" 3.46638064817841 -0.182643062542507
"2297" 3.46893232362047 -0.178509424562748
"2298" 3.4714772948301 -0.174371655592464
"2299" 3.47401555511953 -0.17022976650505
"2300" 3.47654709781861 -0.166083768184734
"2301" 3.47907191627484 -0.161933671526541
"2302" 3.48159000385342 -0.157779487436263
"2303" 3.4841013539372 -0.153621226830434
"2304" 3.48660595992676 -0.149458900636301
"2305" 3.48910381524039 -0.145292519791792
"2306" 3.49159491331412 -0.141122095245495
"2307" 3.49407924760176 -0.136947637956625
"2308" 3.49655681157485 -0.132769158894988
"2309" 3.49902759872276 -0.128586669040962
"2310" 3.50149160255265 -0.124400179385463
"2311" 3.50394881658951 -0.120209700929923
"2312" 3.50639923437618 -0.116015244686249
"2313" 3.50884284947334 -0.111816821676807
"2314" 3.51127965545957 -0.107614442934384
"2315" 3.51370964593133 -0.10340811950216
"2316" 3.51613281450298 -0.0991978624336862
"2317" 3.51854915480684 -0.0949836827928439
"2318" 3.52095866049313 -0.0907655916538288
"2319" 3.52336132523007 -0.0865436001011155
"2320" 3.52575714270383 -0.0823177192294235
"2321" 3.52814610661858 -0.078087960143695
"2322" 3.53052821069652 -0.0738543339590614
"2323" 3.53290344867784 -0.0696168518008227
"2324" 3.5352718143208 -0.0653755248044028
"2325" 3.53763330140171 -0.0611303641153387
"2326" 3.53998790371497 -0.0568813808892346
"2327" 3.54233561507304 -0.0526285862917397
"2328" 3.54467642930653 -0.0483719914985257
"2329" 3.54701034026413 -0.0441116076952441
"2330" 3.54933734181272 -0.0398474460775027
"2331" 3.55165742783728 -0.0355795178508445
"2332" 3.55397059224102 -0.0313078342307027
"2333" 3.5562768289453 -0.0270324064423821
"2334" 3.55857613188969 -0.022753245721024
"2335" 3.560868495032 -0.0184703633115861
"2336" 3.56315391234827 -0.0141837704687973
"2337" 3.56543237783277 -0.00989347845714561
"2338" 3.56770388549806 -0.00559949855083319
"2339" 3.56996842937498 -0.00130184203375316
"2340" 3.57222600351268 0.00299947980053217
"2341" 3.5744766019786 0.00730445564883642
"2342" 3.57672021885854 0.0116130741983682
"2343" 3.57895684825662 0.0159253241267663
"2344" 3.58118648429534 0.0202411941021219
"2345" 3.58340912111556 0.0245606727830134
"2346" 3.58562475287656 0.0288837488185407
"2347" 3.58783337375601 0.0332104108483484
"2348" 3.59003497794999 0.037540647502657
"2349" 3.59222955967306 0.0418744474022967
"2350" 3.59441711315818 0.0462117991587263
"2351" 3.59659763265684 0.0505526913740806
"2352" 3.59877111243895 0.054897112641181
"2353" 3.60093754679297 0.0592450515435829
"2354" 3.60309693002585 0.0635964966555942
"2355" 3.60524925646308 0.0679514365423126
"2356" 3.60739452044868 0.0723098597596472
"2357" 3.60953271634525 0.0766717548543527
"2358" 3.61166383853393 0.0810371103640657
"2359" 3.6137878814145 0.0854059148173272
"2360" 3.61590483940528 0.0897781567336138
"2361" 3.61801470694327 0.0941538246233729
"2362" 3.62011747848406 0.098532906988043
"2363" 3.62221314850191 0.102915392320091
"2364" 3.62430171148972 0.107301269103044
"2365" 3.62638316195908 0.111690525811517
"2366" 3.62845749444028 0.116083150911242
"2367" 3.6305247034823 0.120479132859102
"2368" 3.63258478365285 0.124878460103154
"2369" 3.63463772953835 0.129281121082664
"2370" 3.636683535744 0.133687104228141
"2371" 3.63872219689374 0.138096397961364
"2372" 3.64075370763029 0.14250899069541
"2373" 3.64277806261518 0.14692487083469
"2374" 3.64479525652871 0.151344026774973
"2375" 3.64680528407002 0.155766446903417
"2376" 3.64880813995708 0.160192119598609
"2377" 3.6508038189267 0.164621033230585
"2378" 3.65279231573456 0.169053176160867
"2379" 3.65477362515521 0.173488536742486
"2380" 3.65674774198207 0.177927103320023
"2381" 3.65871466102748 0.182368864229629
"2382" 3.66067437712269 0.186813807799064
"2383" 3.66262688511788 0.191261922347724
"2384" 3.66457217988218 0.195713196186673
"2385" 3.66651025630364 0.200167617618674
"2386" 3.66844110928933 0.204625174938214
"2387" 3.67036473376526 0.209085856431539
"2388" 3.67228112467646 0.213549650376692
"2389" 3.67419027698695 0.218016545043532
"2390" 3.67609218567979 0.222486528693773
"2391" 3.67798684575706 0.226959589581005
"2392" 3.67987425223991 0.231435715950742
"2393" 3.68175440016851 0.23591489604043
"2394" 3.68362728460215 0.2403971180795
"2395" 3.68549290061919 0.244882370289388
"2396" 3.68735124331707 0.249370640883561
"2397" 3.68920230781238 0.25386191806756
"2398" 3.69104608924081 0.258356190039026
"2399" 3.69288258275719 0.262853444987723
"2400" 3.69471178353552 0.267353671095584
"2401" 3.69653368676894 0.271856856536731
"2402" 3.69834828766978 0.27636298947751
"2403" 3.70015558146956 0.280872058076519
"2404" 3.701955563419 0.285384050484644
"2405" 3.70374822878804 0.28989895484509
"2406" 3.70553357286583 0.294416759293403
"2407" 3.70731159096078 0.298937451957515
"2408" 3.70908227840053 0.303461020957763
"2409" 3.71084563053201 0.307987454406929
"2410" 3.7126016427214 0.312516740410265
"2411" 3.71435031035417 0.317048867065533
"2412" 3.71609162883513 0.321583822463023
"2413" 3.71782559358834 0.32612159468559
"2414" 3.71955220005724 0.330662171808695
"2415" 3.72127144370457 0.335205541900424
"2416" 3.72298332001243 0.339751693021522
"2417" 3.7246878244823 0.344300613225432
"2418" 3.72638495263499 0.34885229055831
"2419" 3.72807470001073 0.353406713059077
"2420" 3.72975706216914 0.357963868759432
"2421" 3.73143203468922 0.362523745683896
"2422" 3.73309961316942 0.36708633184984
"2423" 3.73475979322762 0.371651615267516
"2424" 3.73641257050111 0.376219583940082
"2425" 3.73805794064666 0.380790225863643
"2426" 3.73969589934051 0.385363529027281
"2427" 3.74132644227836 0.389939481413083
"2428" 3.7429495651754 0.394518070996176
"2429" 3.74456526376633 0.399099285744756
"2430" 3.74617353380533 0.403683113620118
"2431" 3.74777437106615 0.408269542576691
"2432" 3.74936777134202 0.412858560562071
"2433" 3.75095373044576 0.417450155517049
"2434" 3.7525322442097 0.422044315375645
"2435" 3.75410330848578 0.42664102806514
"2436" 3.75566691914547 0.431240281506103
"2437" 3.75722307207987 0.435842063612426
"2438" 3.75877176319964 0.440446362291359
"2439" 3.76031298843508 0.44505316544354
"2440" 3.76184674373609 0.449662460963022
"2441" 3.76337302507221 0.454274236737314
"2442" 3.76489182843261 0.4588884806474
"2443" 3.76640314982612 0.463505180567779
"2444" 3.76790698528122 0.468124324366501
"2445" 3.76940333084608 0.472745899905192
"2446" 3.77089218258853 0.47736989503909
"2447" 3.77237353659612 0.481996297617065
"2448" 3.77384738897608 0.486625095481675
"2449" 3.77531373585536 0.491256276469169
"2450" 3.77677257338063 0.495889828409544
"2451" 3.77822389771831 0.500525739126563
"2452" 3.77966770505454 0.50516399643779
"2453" 3.78110399159522 0.509804588154627
"2454" 3.78253275356603 0.514447502082333
"2455" 3.7839539872124 0.519092726020069
"2456" 3.78536768879956 0.523740247760928
"2457" 3.78677385461253 0.528390055091962
"2458" 3.78817248095613 0.53304213579422
"2459" 3.78956356415498 0.53769647764277
"2460" 3.79094710055355 0.542353068406747
"2461" 3.79232308651612 0.547011895849367
"2462" 3.79369151842682 0.551672947727976
"2463" 3.79505239268962 0.556336211794074
"2464" 3.79640570572837 0.561001675793339
"2465" 3.79775145398678 0.565669327465679
"2466" 3.79908963392843 0.570339154545247
"2467" 3.8004202420368 0.575011144760483
"2468" 3.80174327481526 0.579685285834137
"2469" 3.8030587287871 0.584361565483311
"2470" 3.8043666004955 0.589039971419491
"2471" 3.80566688650359 0.593720491348564
"2472" 3.80695958339444 0.598403112970872
"2473" 3.80824468777102 0.603087823981233
"2474" 3.8095221962563 0.607774612068968
"2475" 3.81079210549319 0.612463464917949
"2476" 3.81205441214456 0.617154370206611
"2477" 3.81330911289328 0.621847315608004
"2478" 3.81455620444219 0.626542288789816
"2479" 3.81579568351414 0.631239277414407
"2480" 3.81702754685197 0.635938269138835
"2481" 3.81825179121853 0.640639251614896
"2482" 3.81946841339671 0.645342212489159
"2483" 3.82067741018943 0.650047139402991
"2484" 3.82187877841962 0.654754019992594
"2485" 3.82307251493029 0.659462841889036
"2486" 3.82425861658449 0.664173592718279
"2487" 3.82543708026532 0.668886260101224
"2488" 3.82660790287598 0.673600831653727
"2489" 3.82777108133973 0.678317294986647
"2490" 3.82892661259992 0.683035637705868
"2491" 3.83007449362 0.687755847412339
"2492" 3.83121472138351 0.692477911702099
"2493" 3.83234729289413 0.697201818166312
"2494" 3.83347220517564 0.701927554391305
"2495" 3.83458945527194 0.706655107958597
"2496" 3.83569904024708 0.711384466444929
"2497" 3.83680095718525 0.716115617422303
"2498" 3.83789520319078 0.720848548458004
"2499" 3.83898177538817 0.72558324711464
"2500" 3.84006067092209 0.730319700950179
"2501" 3.84113188695736 0.735057897517976
"2502" 3.842195420679 0.739797824366806
"2503" 3.84325126929221 0.74453946904089
"2504" 3.8442994300224 0.749282819079947
"2505" 3.84533990011515 0.754027862019202
"2506" 3.84637267683629 0.758774585389441
"2507" 3.84739775747184 0.76352297671703
"2508" 3.84841513932805 0.768273023523953
"2509" 3.8494248197314 0.773024713327845
"2510" 3.85042679602861 0.777778033642019
"2511" 3.85142106558666 0.782532971975504
"2512" 3.85240762579275 0.787289515833082
"2513" 3.85338647405436 0.792047652715311
"2514" 3.85435760779924 0.796807370118569
"2515" 3.85532102447541 0.80156865553507
"2516" 3.85627672155115 0.806331496452921
"2517" 3.85722469651504 0.811095880356126
"2518" 3.85816494687596 0.815861794724648
"2519" 3.85909747016309 0.820629227034424
"2520" 3.86002226392589 0.825398164757393
"2521" 3.86093932573416 0.830168595361556
"2522" 3.861848653178 0.834940506310976
"2523" 3.86275024386786 0.839713885065828
"2524" 3.86364409543448 0.844488719082435
"2525" 3.86453020552897 0.849264995813293
"2526" 3.86540857182277 0.854042702707111
"2527" 3.86627919200769 0.858821827208829
"2528" 3.86714206379585 0.863602356759671
"2529" 3.86799718491979 0.868384278797171
"2530" 3.86884455313237 0.873167580755192
"2531" 3.86968416620684 0.877952250063984
"2532" 3.87051602193684 0.882738274150192
"2533" 3.87134011813639 0.887525640436909
"2534" 3.87215645263987 0.892314336343699
"2535" 3.87296502330212 0.897104349286635
"2536" 3.87376582799831 0.901895666678321
"2537" 3.87455886462408 0.906688275927933
"2538" 3.87534413109544 0.911482164441268
"2539" 3.87612162534883 0.916277319620741
"2540" 3.87689134534114 0.921073728865451
"2541" 3.87765328904965 0.925871379571201
"2542" 3.8784074544721 0.930670259130523
"2543" 3.87915383962667 0.93547035493273
"2544" 3.87989244255197 0.94027165436393
"2545" 3.88062326130706 0.945074144807075
"2546" 3.88134629397149 0.949877813641984
"2547" 3.88206153864522 0.954682648245383
"2548" 3.88276899344872 0.959488635990928
"2549" 3.88346865652289 0.964295764249248
"2550" 3.88416052602915 0.969104020387975
"2551" 3.88484460014937 0.973913391771779
"2552" 3.8855208770859 0.978723865762397
"2553" 3.8861893550616 0.983535429718671
"2554" 3.88685003231982 0.988348070996574
"2555" 3.88750290712441 0.993161776949253
"2556" 3.8881479777597 0.997976534927052
"2557" 3.88878524253056 1.00279233227756
"2558" 3.88941469976236 1.00760915634561
"2559" 3.89003634780099 1.01242699447339
"2560" 3.89065018501284 1.01724583400035
"2561" 3.89125620978487 1.02206566226337
"2562" 3.89185442052452 1.0268864665967
"2563" 3.8924448156598 1.03170823433204
"2564" 3.89302739363924 1.03653095279854
"2565" 3.89360215293192 1.04135460932288
"2566" 3.89416909202747 1.04617919122925
"2567" 3.89472820943605 1.05100468583942
"2568" 3.89527950368841 1.05583108047274
"2569" 3.89582297333581 1.06065836244624
"2570" 3.89635861695012 1.06548651907458
"2571" 3.89688643312374 1.07031553767013
"2572" 3.89740642046966 1.075145405543
"2573" 3.89791857762144 1.07997611000107
"2574" 3.8984229032332 1.08480763835001
"2575" 3.89891939597966 1.08963997789334
"2576" 3.89940805455612 1.09447311593243
"2577" 3.89988887767846 1.09930703976658
"2578" 3.90036186408315 1.104141736693
"2579" 3.90082701252726 1.10897719400687
"2580" 3.90128432178845 1.11381339900138
"2581" 3.90173379066499 1.11865033896775
"2582" 3.90217541797574 1.12348800119529
"2583" 3.90260920256019 1.12832637297137
"2584" 3.9030351432784 1.13316544158153
"2585" 3.90345323901108 1.13800519430948
"2586" 3.90386348865954 1.14284561843709
"2587" 3.90426589114571 1.14768670124453
"2588" 3.90466044541213 1.15252843001018
"2589" 3.90504715042199 1.15737079201076
"2590" 3.90542600515908 1.16221377452131
"2591" 3.90579700862783 1.16705736481525
"2592" 3.90616015985331 1.17190155016438
"2593" 3.9065154578812 1.17674631783896
"2594" 3.90686290177786 1.18159165510771
"2595" 3.90720249063023 1.18643754923787
"2596" 3.90753422354596 1.19128398749518
"2597" 3.90785809965328 1.19613095714398
"2598" 3.9081741181011 1.20097844544721
"2599" 3.90848227805899 1.20582643966644
"2600" 3.90878257871714 1.21067492706191
"2601" 3.90907501928641 1.21552389489256
"2602" 3.90935959899832 1.22037333041609
"2603" 3.90963631710503 1.22522322088895
"2604" 3.90990517287937 1.2300735535664
"2605" 3.91016616561484 1.23492431570253
"2606" 3.91041929462558 1.23977549455032
"2607" 3.91066455924642 1.24462707736164
"2608" 3.91090195883283 1.2494790513873
"2609" 3.91113149276097 1.25433140387708
"2610" 3.91135316042766 1.25918412207979
"2611" 3.91156696125039 1.26403719324324
"2612" 3.91177289466733 1.26889060461433
"2613" 3.91197096013732 1.27374434343909
"2614" 3.91216115713987 1.27859839696264
"2615" 3.91234348517517 1.28345275242932
"2616" 3.91251794376411 1.28830739708264
"2617" 3.91268453244822 1.29316231816538
"2618" 3.91284325078973 1.29801750291958
"2619" 3.91299409837157 1.30287293858657
"2620" 3.91313707479733 1.30772861240706
"2621" 3.91327217969129 1.31258451162111
"2622" 3.91339941269841 1.31744062346817
"2623" 3.91351877348435 1.32229693518717
"2624" 3.91363026173544 1.32715343401649
"2625" 3.91373387715872 1.33201010719402
"2626" 3.91382961948189 1.3368669419572
"2627" 3.91391748845337 1.34172392554305
"2628" 3.91399748384224 1.34658104518818
"2629" 3.9140696054383 1.35143828812885
"2630" 3.91413385305201 1.356295641601
"2631" 3.91419022651455 1.36115309284028
"2632" 3.91423872567777 1.36601062908209
"2633" 3.91427935041422 1.37086823756159
"2634" 3.91431210061716 1.37572590551376
"2635" 3.91433697620052 1.38058362017341
"2636" 3.91435397709892 1.38544136877526
"2637" 3.9143631032677 1.39029913855391
"2638" 3.91436435468287 1.39515691674392
"2639" 3.91435773134114 1.4000146905798
"2640" 3.91434323325992 1.40487244729612
"2641" 3.91432086047731 1.40973017412746
"2642" 3.9142906130521 1.41458785830849
"2643" 3.91425249106377 1.41944548707398
"2644" 3.91420649461251 1.42430304765885
"2645" 3.91415262381917 1.42916052729823
"2646" 3.91409087882534 1.43401791322741
"2647" 3.91402125979326 1.43887519268197
"2648" 3.91394376690588 1.44373235289775
"2649" 3.91385840036685 1.4485893811109
"2650" 3.91376516040048 1.45344626455792
"2651" 3.9136640472518 1.4583029904757
"2652" 3.91355506118653 1.46315954610155
"2653" 3.91343820249105 1.46801591867319
"2654" 3.91331347147245 1.47287209542886
"2655" 3.91318086845851 1.4777280636073
"2656" 3.91304039379769 1.48258381044779
"2657" 3.91289204785913 1.48743932319021
"2658" 3.91273583103266 1.49229458907504
"2659" 3.91257174372879 1.49714959534343
"2660" 3.91239978637873 1.50200432923717
"2661" 3.91221995943434 1.50685877799881
"2662" 3.91203226336818 1.51171292887162
"2663" 3.91183669867349 1.51656676909968
"2664" 3.91163326586418 1.52142028592786
"2665" 3.91142196547484 1.52627346660189
"2666" 3.91120279806073 1.53112629836838
"2667" 3.91097576419779 1.53597876847487
"2668" 3.91074086448264 1.54083086416984
"2669" 3.91049809953254 1.54568257270275
"2670" 3.91024746998545 1.55053388132409
"2671" 3.90998897649997 1.55538477728538
"2672" 3.9097226197554 1.56023524783924
"2673" 3.90944840045168 1.56508528023942
"2674" 3.9091663193094 1.5699348617408
"2675" 3.90887637706983 1.57478397959944
"2676" 3.9085785744949 1.57963262107264
"2677" 3.90827291236718 1.58448077341895
"2678" 3.9079593914899 1.58932842389818
"2679" 3.90763801268695 1.59417555977149
"2680" 3.90730877680286 1.59902216830137
"2681" 3.90697168470281 1.60386823675172
"2682" 3.90662673727262 1.60871375238782
"2683" 3.90627393541876 1.61355870247644
"2684" 3.90591328006834 1.61840307428582
"2685" 3.9055447721691 1.62324685508572
"2686" 3.90516841268942 1.62809003214746
"2687" 3.90478420261832 1.63293259274394
"2688" 3.90439214296543 1.63777452414968
"2689" 3.90399223476103 1.64261581364086
"2690" 3.90358447905602 1.64745644849533
"2691" 3.90316887692191 1.65229641599268
"2692" 3.90274542945083 1.65713570341424
"2693" 3.90231413775554 1.66197429804315
"2694" 3.9018750029694 1.66681218716434
"2695" 3.9014280262464 1.67164935806461
"2696" 3.90097320876111 1.67648579803264
"2697" 3.90051055170873 1.68132149435904
"2698" 3.90004005630503 1.68615643433638
"2699" 3.89956172378642 1.69099060525919
"2700" 3.89907555540987 1.69582399442404
"2701" 3.89858155245295 1.70065658912957
"2702" 3.89807971621382 1.70548837667647
"2703" 3.89757004801124 1.71031934436758
"2704" 3.89705254918452 1.7151494795079
"2705" 3.89652722109358 1.71997876940457
"2706" 3.89599406511888 1.72480720136702
"2707" 3.89545308266149 1.72963476270687
"2708" 3.89490427514301 1.73446144073809
"2709" 3.89434764400562 1.73928722277691
"2710" 3.89378319071207 1.74411209614195
"2711" 3.89321091674565 1.74893604815422
"2712" 3.89263082361019 1.75375906613713
"2713" 3.8920429128301 1.75858113741657
"2714" 3.8914471859503 1.76340224932089
"2715" 3.89084364453628 1.76822238918098
"2716" 3.89023229017405 1.77304154433029
"2717" 3.88961312447014 1.77785970210483
"2718" 3.88898614905163 1.78267684984327
"2719" 3.88835136556611 1.78749297488689
"2720" 3.88770877568168 1.79230806457969
"2721" 3.88705838108698 1.79712210626839
"2722" 3.88640018349113 1.80193508730244
"2723" 3.88573418462377 1.8067469950341
"2724" 3.88506038623505 1.81155781681843
"2725" 3.88437879009559 1.81636754001338
"2726" 3.88368939799653 1.82117615197974
"2727" 3.88299221174947 1.82598364008126
"2728" 3.88228723318651 1.83078999168461
"2729" 3.88157446416023 1.83559519415948
"2730" 3.88085390654366 1.84039923487855
"2731" 3.88012556223032 1.84520210121758
"2732" 3.87938943313418 1.85000378055538
"2733" 3.87864552118966 1.85480426027393
"2734" 3.87789382835166 1.8596035277583
"2735" 3.8771343565955 1.86440157039681
"2736" 3.87636710791695 1.86919837558094
"2737" 3.87559208433222 1.87399393070547
"2738" 3.87480928787795 1.87878822316845
"2739" 3.8740187206112 1.88358124037121
"2740" 3.87322038460945 1.8883729697185
"2741" 3.87241428197061 1.89316339861839
"2742" 3.87160041481299 1.89795251448242
"2743" 3.8707787852753 1.90274030472554
"2744" 3.86994939551665 1.9075267567662
"2745" 3.86911224771654 1.91231185802637
"2746" 3.86826734407488 1.91709559593156
"2747" 3.86741468681192 1.92187795791088
"2748" 3.86655427816831 1.92665893139704
"2749" 3.86568612040508 1.93143850382639
"2750" 3.86481021580361 1.93621666263899
"2751" 3.86392656666562 1.9409933952786
"2752" 3.86303517531322 1.94576868919271
"2753" 3.86213604408883 1.95054253183262
"2754" 3.86122917535524 1.95531491065343
"2755" 3.86031457149553 1.96008581311409
"2756" 3.85939223491316 1.96485522667743
"2757" 3.85846216803187 1.96962313881018
"2758" 3.85752437329573 1.97438953698303
"2759" 3.85657885316912 1.97915440867065
"2760" 3.85562561013671 1.98391774135171
"2761" 3.85466464670347 1.98867952250893
"2762" 3.85369596539466 1.99343973962912
"2763" 3.85271956875583 1.99819838020316
"2764" 3.85173545935279 2.00295543172613
"2765" 3.85074363977161 2.00771088169724
"2766" 3.84974411261865 2.01246471761992
"2767" 3.8487368805205 2.01721692700186
"2768" 3.84772194612401 2.021967497355
